"id","mois","produit","region","gouvernorat","tranche_age","genre","milieu","canal_achat","occasion","quantite","prix_unitaire","montant_total","satisfaction","canal_decouverte","concurrent_essaye","racheterait","recommande_ami"
"ACH01900","Septembre","Boga Limoun","Nord-Ouest","Béja","25-34","M","urbain","epicerie","quotidien","1","1.8","1.8","3","pub_tv","Coca-Cola","Non","Non"
"ACH01901","Septembre","Boga Pomme","Centre-Est","Monastir","18-24","F","urbain","souk","plage_ete","2","1.8","3.6","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01902","Septembre","Boga Cidre","Centre-Est","Monastir","18-24","M","urbain","supermarche","quotidien","3","1.8","5.4","5","influenceur","Pepsi","Oui","Oui"
"ACH01903","Septembre","Boga Limoun","Sud","Sfax","55+","M","urbain","epicerie","sortie_amis","2","1.8","3.6","5","affichage","Pepsi","Oui","Oui"
"ACH01904","Septembre","Boga Cidre","Grand Tunis","Tunis","18-24","F","urbain","en_ligne","sport","2","1.8","3.6","5","affichage","Coca-Cola","Oui","Oui"
"ACH01905","Septembre","Boga Limoun","Grand Tunis","Tunis","8-17","M","urbain","souk","repas_famille","4","1.8","7.2","4","reseaux_sociaux","Aucun","Oui","Non"
"ACH01906","Septembre","Boga Cidre","Nord Littoral","Zaghouan","35-44","F","rural","supermarche","travail","2","1.8","3.6","5","pub_tv","Coca-Cola","Oui","Non"
"ACH01907","Septembre","Boga Pomme","Centre-Ouest","Kairouan","8-17","F","urbain","epicerie","quotidien","1","1.8","1.8","5","pub_tv","Fanta","Oui","Oui"
"ACH01908","Septembre","Boga Pomme","Grand Tunis","Ben Arous","25-34","F","urbain","cafe_restaurant","travail","1","1.8","1.8","4","bouche_a_oreille","Safia","Oui","Oui"
"ACH01909","Septembre","Boga Fraise","Grand Tunis","Ariana","25-34","M","urbain","supermarche","sport","1","1.8","1.8","4","reseaux_sociaux","Aucun","Oui","Non"
"ACH01910","Septembre","Boga Pomme","Centre-Est","Sousse","25-34","F","urbain","distributeur_auto","travail","3","1.8","5.4","3","affichage","Coca-Cola","Oui","Non"
"ACH01911","Septembre","Boga Cidre","Grand Tunis","Manouba","18-24","F","urbain","epicerie","quotidien","2","1.8","3.6","4","pub_tv","Pepsi","Oui","Non"
"ACH01912","Septembre","Boga Limoun","Grand Tunis","Manouba","25-34","F","urbain","cafe_restaurant","repas_famille","3","1.8","5.4","5","reseaux_sociaux","Safia","Oui","Non"
"ACH01913","Septembre","Boga Limoun","Grand Tunis","Tunis","25-34","M","urbain","cafe_restaurant","sortie_amis","3","1.8","5.4","4","influenceur","Aucun","Oui","Oui"
"ACH01914","Septembre","Boga Cidre","Grand Tunis","Ariana","18-24","F","rural","epicerie","sortie_amis","2","1.8","3.6","3","bouche_a_oreille","Safia","Oui","Non"
"ACH01915","Septembre","Boga Pomme","Grand Tunis","Ariana","25-34","F","rural","supermarche","repas_famille","6","1.8","10.8","4","promotion_magasin","Pepsi","Oui","Non"
"ACH01916","Septembre","Boga Limoun","Grand Tunis","Ben Arous","18-24","M","rural","supermarche","sortie_amis","1","1.8","1.8","4","reseaux_sociaux","Aucun","Oui","Non"
"ACH01917","Septembre","Boga Cidre","Centre-Est","Mahdia","8-17","F","rural","epicerie","fete","4","1.8","7.2","4","reseaux_sociaux","Safia","Oui","Non"
"ACH01918","Septembre","Boga Limoun","Nord Littoral","Bizerte","25-34","F","urbain","epicerie","quotidien","2","1.8","3.6","3","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH01919","Septembre","Boga Pomme","Centre-Ouest","Kasserine","8-17","F","rural","distributeur_auto","quotidien","3","1.8","5.4","5","bouche_a_oreille","Fanta","Oui","Oui"
"ACH01920","Septembre","Boga Cidre","Grand Tunis","Tunis","8-17","M","urbain","epicerie","sport","2","1.8","3.6","4","pub_tv","Boga","Oui","Oui"
"ACH01921","Septembre","Boga Limoun","Centre-Est","Monastir","25-34","F","rural","epicerie","fete","3","1.8","5.4","4","pub_tv","Pepsi","Oui","Oui"
"ACH01922","Septembre","Boga Pomme","Sud","Gabès","25-34","M","urbain","distributeur_auto","fete","3","1.8","5.4","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH01923","Septembre","Boga Limoun","Grand Tunis","Ariana","18-24","M","urbain","epicerie","quotidien","2","1.8","3.6","5","reseaux_sociaux","Fanta","Oui","Oui"
"ACH01924","Septembre","Boga Pomme","Sud","Tataouine","45-54","F","urbain","epicerie","sortie_amis","1","1.8","1.8","4","reseaux_sociaux","Safia","Oui","Oui"
"ACH01925","Septembre","Boga Pomme","Nord-Ouest","Jendouba","18-24","M","urbain","epicerie","quotidien","1","1.8","1.8","5","pub_tv","Safia","Oui","Oui"
"ACH01926","Septembre","Boga Cidre","Sud","Médenine","25-34","F","urbain","distributeur_auto","travail","1","1.8","1.8","5","promotion_magasin","Pepsi","Oui","Oui"
"ACH01927","Septembre","Boga Limoun","Grand Tunis","Manouba","18-24","M","urbain","epicerie","quotidien","1","1.8","1.8","3","bouche_a_oreille","Fanta","Non","Non"
"ACH01928","Septembre","Boga Cidre","Grand Tunis","Ben Arous","55+","F","urbain","epicerie","sortie_amis","1","1.8","1.8","4","bouche_a_oreille","Fanta","Oui","Non"
"ACH01929","Septembre","Boga Cidre","Centre-Est","Mahdia","8-17","F","rural","cafe_restaurant","quotidien","1","1.8","1.8","3","pub_tv","Safia","Non","Non"
"ACH01930","Septembre","Boga Pomme","Nord Littoral","Zaghouan","45-54","F","urbain","supermarche","sport","1","1.8","1.8","5","pub_tv","Pepsi","Oui","Oui"
"ACH01931","Septembre","Boga Pomme","Nord-Ouest","Jendouba","8-17","F","urbain","cafe_restaurant","quotidien","2","1.8","3.6","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01932","Septembre","Boga Cidre","Nord-Ouest","Jendouba","25-34","M","rural","en_ligne","travail","2","1.8","3.6","3","reseaux_sociaux","Pepsi","Oui","Non"
"ACH01933","Septembre","Boga Cidre","Sud","Médenine","8-17","F","rural","en_ligne","fete","3","1.8","5.4","5","bouche_a_oreille","Aucun","Oui","Non"
"ACH01934","Septembre","Boga Fraise","Nord-Ouest","Béja","18-24","M","urbain","souk","travail","1","1.8","1.8","4","reseaux_sociaux","Aucun","Oui","Oui"
"ACH01935","Septembre","Boga Cidre","Centre-Est","Sousse","25-34","F","urbain","epicerie","fete","4","1.8","7.2","3","reseaux_sociaux","Pepsi","Oui","Non"
"ACH01936","Septembre","Boga Limoun","Centre-Est","Sousse","8-17","M","urbain","distributeur_auto","quotidien","1","1.8","1.8","4","influenceur","Boga","Oui","Oui"
"ACH01937","Septembre","Boga Limoun","Centre-Est","Mahdia","45-54","M","urbain","distributeur_auto","travail","1","1.8","1.8","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01938","Septembre","Boga Cidre","Grand Tunis","Ariana","35-44","M","urbain","supermarche","repas_famille","4","1.8","7.2","4","affichage","Pepsi","Oui","Non"
"ACH01939","Septembre","Boga Limoun","Grand Tunis","Tunis","25-34","M","rural","supermarche","sport","1","1.8","1.8","5","affichage","Coca-Cola","Oui","Oui"
"ACH01940","Septembre","Boga Cidre","Centre-Ouest","Kasserine","18-24","F","urbain","epicerie","travail","1","1.8","1.8","3","pub_tv","Pepsi","Oui","Non"
"ACH01941","Octobre","Boga Pomme","Sud","Tataouine","35-44","F","rural","cafe_restaurant","travail","2","1.8","3.6","5","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01942","Octobre","Boga Pomme","Grand Tunis","Ben Arous","35-44","F","urbain","cafe_restaurant","fete","6","1.8","10.8","5","affichage","Fanta","Oui","Oui"
"ACH01943","Octobre","Boga Limoun","Grand Tunis","Ben Arous","45-54","M","urbain","en_ligne","sortie_amis","1","1.8","1.8","4","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH01944","Octobre","Boga Cidre","Nord Littoral","Zaghouan","35-44","M","urbain","souk","quotidien","2","1.8","3.6","4","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH01945","Octobre","Boga Limoun","Centre-Est","Sousse","18-24","F","urbain","cafe_restaurant","sport","3","1.8","5.4","4","bouche_a_oreille","Pepsi","Oui","Non"
"ACH01946","Octobre","Boga Fraise","Grand Tunis","Ariana","45-54","F","urbain","en_ligne","repas_famille","4","1.8","7.2","3","influenceur","Pepsi","Oui","Non"
"ACH01947","Octobre","Boga Limoun","Grand Tunis","Ariana","35-44","F","urbain","distributeur_auto","quotidien","2","1.8","3.6","4","bouche_a_oreille","Pepsi","Oui","Non"
"ACH01948","Octobre","Boga Cidre","Sud","Médenine","25-34","F","urbain","cafe_restaurant","quotidien","1","1.8","1.8","4","reseaux_sociaux","Aucun","Oui","Oui"
"ACH01949","Octobre","Boga Cidre","Sud","Tataouine","25-34","F","urbain","cafe_restaurant","plage_ete","2","1.8","3.6","5","promotion_magasin","Fanta","Oui","Oui"
"ACH01950","Octobre","Boga Cidre","Nord Littoral","Zaghouan","8-17","F","urbain","epicerie","repas_famille","4","1.8","7.2","5","reseaux_sociaux","Coca-Cola","Oui","Non"
"ACH01951","Octobre","Boga Cidre","Centre-Est","Mahdia","35-44","F","urbain","epicerie","quotidien","1","1.8","1.8","4","pub_tv","Fanta","Oui","Non"
"ACH01952","Octobre","Boga Cidre","Grand Tunis","Ben Arous","8-17","M","urbain","souk","sport","1","1.8","1.8","5","pub_tv","Fanta","Oui","Oui"
"ACH01953","Octobre","Boga Cidre","Nord Littoral","Bizerte","18-24","F","rural","epicerie","sport","1","1.8","1.8","5","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH01954","Octobre","Boga Fraise","Grand Tunis","Ariana","35-44","F","urbain","souk","fete","4","1.8","7.2","5","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01955","Octobre","Boga Cidre","Centre-Ouest","Kasserine","18-24","M","urbain","supermarche","quotidien","2","1.8","3.6","4","pub_tv","Fanta","Oui","Oui"
"ACH01956","Octobre","Boga Fraise","Nord-Ouest","Le Kef","25-34","M","urbain","supermarche","travail","2","1.8","3.6","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH01957","Octobre","Boga Fraise","Centre-Ouest","Sidi Bouzid","8-17","F","urbain","cafe_restaurant","repas_famille","6","1.8","10.8","5","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH01958","Octobre","Boga Limoun","Centre-Ouest","Kairouan","18-24","F","rural","cafe_restaurant","quotidien","3","1.8","5.4","3","pub_tv","Fanta","Oui","Non"
"ACH01959","Octobre","Boga Cidre","Sud","Sfax","35-44","M","urbain","en_ligne","quotidien","1","1.8","1.8","4","affichage","Aucun","Oui","Oui"
"ACH01960","Octobre","Boga Pomme","Grand Tunis","Ben Arous","25-34","M","urbain","en_ligne","fete","4","1.8","7.2","3","pub_tv","Pepsi","Oui","Non"
"ACH01961","Octobre","Boga Cidre","Grand Tunis","Tunis","18-24","F","urbain","supermarche","quotidien","2","1.8","3.6","4","promotion_magasin","Aucun","Oui","Non"
"ACH01962","Octobre","Boga Pomme","Grand Tunis","Ben Arous","18-24","F","urbain","epicerie","quotidien","3","1.8","5.4","5","promotion_magasin","Pepsi","Oui","Oui"
"ACH01963","Octobre","Boga Cidre","Nord Littoral","Bizerte","25-34","F","urbain","supermarche","fete","6","1.8","10.8","3","bouche_a_oreille","Aucun","Oui","Non"
"ACH01964","Octobre","Boga Fraise","Grand Tunis","Ben Arous","18-24","M","rural","epicerie","repas_famille","6","1.8","10.8","5","pub_tv","Aucun","Oui","Oui"
"ACH01965","Octobre","Boga Pomme","Nord-Ouest","Le Kef","25-34","M","urbain","supermarche","travail","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH01966","Octobre","Boga Pomme","Grand Tunis","Ariana","18-24","M","rural","epicerie","quotidien","1","1.8","1.8","5","pub_tv","Safia","Oui","Oui"
"ACH01967","Octobre","Boga Pomme","Sud","Gabès","8-17","M","urbain","cafe_restaurant","sortie_amis","2","1.8","3.6","5","pub_tv","Fanta","Oui","Oui"
"ACH01968","Octobre","Boga Limoun","Centre-Est","Mahdia","18-24","M","urbain","cafe_restaurant","repas_famille","4","1.8","7.2","4","pub_tv","Aucun","Oui","Oui"
"ACH01969","Octobre","Boga Limoun","Grand Tunis","Ben Arous","25-34","M","rural","supermarche","quotidien","1","1.8","1.8","5","pub_tv","Pepsi","Oui","Oui"
"ACH01970","Octobre","Boga Cidre","Grand Tunis","Tunis","35-44","M","rural","en_ligne","travail","2","1.8","3.6","3","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH01971","Octobre","Boga Fraise","Grand Tunis","Manouba","35-44","F","urbain","en_ligne","quotidien","1","1.8","1.8","5","influenceur","Coca-Cola","Oui","Non"
"ACH01972","Octobre","Boga Cidre","Grand Tunis","Ben Arous","18-24","F","urbain","epicerie","quotidien","2","1.8","3.6","4","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH01973","Octobre","Boga Fraise","Centre-Ouest","Kasserine","35-44","F","rural","supermarche","repas_famille","4","1.8","7.2","5","pub_tv","Pepsi","Oui","Oui"
"ACH01974","Octobre","Boga Pomme","Grand Tunis","Ariana","35-44","M","rural","en_ligne","travail","3","1.8","5.4","4","pub_tv","Pepsi","Oui","Non"
"ACH01975","Octobre","Boga Cidre","Nord Littoral","Nabeul","35-44","M","rural","supermarche","quotidien","2","1.8","3.6","5","promotion_magasin","Fanta","Oui","Oui"
"ACH01976","Octobre","Boga Pomme","Centre-Est","Mahdia","18-24","F","urbain","epicerie","repas_famille","3","1.8","5.4","5","affichage","Aucun","Oui","Oui"
"ACH01977","Octobre","Boga Cidre","Centre-Est","Mahdia","18-24","M","urbain","en_ligne","sortie_amis","1","1.8","1.8","4","affichage","Coca-Cola","Oui","Oui"
"ACH01978","Octobre","Boga Pomme","Nord Littoral","Bizerte","45-54","F","rural","souk","sortie_amis","2","1.8","3.6","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH01979","Octobre","Boga Fraise","Centre-Est","Mahdia","25-34","M","urbain","en_ligne","quotidien","2","1.8","3.6","5","affichage","Coca-Cola","Oui","Non"
"ACH01980","Octobre","Boga Limoun","Grand Tunis","Manouba","45-54","F","urbain","epicerie","plage_ete","2","1.8","3.6","4","reseaux_sociaux","Fanta","Oui","Oui"
"ACH01981","Octobre","Boga Pomme","Grand Tunis","Ariana","25-34","F","urbain","cafe_restaurant","repas_famille","3","1.8","5.4","3","pub_tv","Boga","Non","Non"
"ACH01982","Octobre","Boga Limoun","Grand Tunis","Ben Arous","25-34","F","urbain","epicerie","quotidien","2","1.8","3.6","4","affichage","Aucun","Oui","Oui"
"ACH01983","Octobre","Boga Cidre","Centre-Est","Monastir","55+","F","rural","epicerie","travail","1","1.8","1.8","5","promotion_magasin","Boga","Oui","Oui"
"ACH01984","Octobre","Boga Pomme","Sud","Médenine","18-24","F","urbain","epicerie","sport","2","1.8","3.6","4","promotion_magasin","Boga","Oui","Oui"
"ACH01985","Octobre","Boga Pomme","Grand Tunis","Tunis","45-54","M","rural","epicerie","quotidien","2","1.8","3.6","3","pub_tv","Safia","Oui","Non"
"ACH01986","Octobre","Boga Cidre","Nord Littoral","Bizerte","25-34","M","urbain","supermarche","quotidien","1","1.8","1.8","4","affichage","Pepsi","Oui","Non"
"ACH01987","Octobre","Boga Fraise","Sud","Sfax","25-34","F","rural","epicerie","repas_famille","6","1.8","10.8","5","influenceur","Pepsi","Oui","Non"
"ACH01988","Octobre","Boga Cidre","Grand Tunis","Tunis","8-17","F","urbain","distributeur_auto","sortie_amis","2","1.8","3.6","4","reseaux_sociaux","Safia","Oui","Oui"
"ACH01989","Octobre","Boga Cidre","Grand Tunis","Manouba","45-54","F","rural","supermarche","quotidien","2","1.8","3.6","4","promotion_magasin","Aucun","Oui","Oui"
"ACH01990","Octobre","Boga Limoun","Centre-Est","Monastir","8-17","F","urbain","cafe_restaurant","sport","2","1.8","3.6","5","pub_tv","Fanta","Oui","Oui"
"ACH01991","Octobre","Boga Cidre","Nord-Ouest","Le Kef","18-24","M","urbain","distributeur_auto","sport","3","1.8","5.4","5","influenceur","Aucun","Oui","Oui"
"ACH01992","Octobre","Boga Limoun","Centre-Est","Mahdia","18-24","M","urbain","distributeur_auto","repas_famille","6","1.8","10.8","4","pub_tv","Coca-Cola","Oui","Non"
"ACH01993","Octobre","Boga Cidre","Nord-Ouest","Le Kef","18-24","F","urbain","epicerie","sport","2","1.8","3.6","5","promotion_magasin","Aucun","Oui","Oui"
"ACH01994","Octobre","Boga Cidre","Centre-Est","Mahdia","45-54","M","urbain","epicerie","sport","2","1.8","3.6","5","reseaux_sociaux","Safia","Oui","Non"
"ACH01995","Octobre","Boga Pomme","Grand Tunis","Tunis","18-24","F","urbain","cafe_restaurant","quotidien","2","1.8","3.6","4","bouche_a_oreille","Boga","Oui","Oui"
"ACH01996","Octobre","Boga Cidre","Sud","Tataouine","35-44","M","urbain","epicerie","sport","2","1.8","3.6","5","affichage","Boga","Oui","Oui"
"ACH01997","Octobre","Boga Limoun","Sud","Tataouine","25-34","M","urbain","supermarche","sortie_amis","3","1.8","5.4","5","promotion_magasin","Pepsi","Oui","Oui"
"ACH01998","Octobre","Boga Limoun","Sud","Gabès","18-24","M","urbain","epicerie","sport","1","1.8","1.8","3","pub_tv","Coca-Cola","Non","Non"
"ACH01999","Octobre","Boga Pomme","Sud","Gabès","35-44","F","urbain","supermarche","quotidien","1","1.8","1.8","4","pub_tv","Pepsi","Oui","Oui"
"ACH02000","Octobre","Boga Limoun","Grand Tunis","Ben Arous","8-17","F","urbain","epicerie","travail","1","1.8","1.8","4","reseaux_sociaux","Boga","Oui","Oui"
"ACH02001","Octobre","Boga Cidre","Grand Tunis","Ariana","45-54","F","urbain","en_ligne","sport","2","1.8","3.6","5","affichage","Aucun","Oui","Oui"
"ACH02002","Octobre","Boga Cidre","Nord Littoral","Bizerte","45-54","M","urbain","epicerie","sortie_amis","3","1.8","5.4","4","promotion_magasin","Boga","Oui","Non"
"ACH02003","Octobre","Boga Limoun","Grand Tunis","Ariana","35-44","F","urbain","epicerie","sport","1","1.8","1.8","5","influenceur","Pepsi","Oui","Non"
"ACH02004","Octobre","Boga Cidre","Nord-Ouest","Jendouba","25-34","M","urbain","en_ligne","quotidien","1","1.8","1.8","4","pub_tv","Safia","Oui","Non"
"ACH02005","Octobre","Boga Cidre","Centre-Est","Monastir","8-17","F","rural","supermarche","repas_famille","2","1.8","3.6","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH02006","Octobre","Boga Limoun","Sud","Sfax","45-54","F","urbain","epicerie","repas_famille","3","1.8","5.4","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH02007","Octobre","Boga Limoun","Sud","Gabès","8-17","F","urbain","cafe_restaurant","fete","4","1.8","7.2","5","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH02008","Octobre","Boga Pomme","Nord Littoral","Bizerte","55+","F","urbain","cafe_restaurant","fete","4","1.8","7.2","3","pub_tv","Coca-Cola","Oui","Non"
"ACH02009","Octobre","Boga Pomme","Grand Tunis","Tunis","55+","M","rural","souk","fete","4","1.8","7.2","3","pub_tv","Boga","Non","Non"
"ACH02010","Octobre","Boga Fraise","Grand Tunis","Ben Arous","55+","M","rural","epicerie","travail","1","1.8","1.8","5","affichage","Pepsi","Oui","Oui"
"ACH02011","Octobre","Boga Fraise","Nord-Ouest","Le Kef","25-34","M","urbain","supermarche","fete","4","1.8","7.2","5","promotion_magasin","Boga","Oui","Oui"
"ACH02012","Octobre","Boga Cidre","Centre-Est","Monastir","25-34","M","rural","epicerie","quotidien","2","1.8","3.6","4","influenceur","Pepsi","Oui","Oui"
"ACH02013","Octobre","Boga Pomme","Centre-Est","Monastir","35-44","M","urbain","supermarche","sortie_amis","1","1.8","1.8","5","pub_tv","Aucun","Oui","Oui"
"ACH02014","Octobre","Boga Cidre","Nord Littoral","Nabeul","8-17","M","rural","epicerie","quotidien","3","1.8","5.4","4","affichage","Fanta","Oui","Non"
"ACH02015","Octobre","Boga Limoun","Grand Tunis","Ben Arous","18-24","F","rural","epicerie","quotidien","1","1.8","1.8","4","pub_tv","Pepsi","Oui","Non"
"ACH02016","Octobre","Boga Limoun","Centre-Ouest","Kairouan","25-34","F","urbain","supermarche","sport","2","1.8","3.6","3","reseaux_sociaux","Coca-Cola","Oui","Non"
"ACH02017","Octobre","Boga Limoun","Centre-Est","Sousse","18-24","F","urbain","souk","fete","6","1.8","10.8","5","influenceur","Pepsi","Oui","Non"
"ACH02018","Octobre","Boga Fraise","Nord-Ouest","Le Kef","25-34","M","rural","supermarche","sport","3","1.8","5.4","3","reseaux_sociaux","Fanta","Oui","Non"
"ACH02019","Octobre","Boga Limoun","Grand Tunis","Manouba","45-54","F","urbain","en_ligne","sortie_amis","2","1.8","3.6","3","reseaux_sociaux","Boga","Oui","Non"
"ACH02020","Octobre","Boga Limoun","Nord Littoral","Bizerte","8-17","F","urbain","supermarche","sortie_amis","2","1.8","3.6","5","pub_tv","Coca-Cola","Oui","Non"
"ACH02021","Octobre","Boga Limoun","Sud","Tataouine","25-34","F","urbain","supermarche","sport","1","1.8","1.8","5","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH02022","Octobre","Boga Cidre","Sud","Tataouine","25-34","M","urbain","epicerie","quotidien","2","1.8","3.6","5","pub_tv","Boga","Oui","Oui"
"ACH02023","Octobre","Boga Cidre","Nord Littoral","Zaghouan","8-17","F","urbain","cafe_restaurant","quotidien","2","1.8","3.6","5","affichage","Fanta","Oui","Non"
"ACH02024","Octobre","Boga Cidre","Grand Tunis","Ben Arous","25-34","M","rural","supermarche","travail","1","1.8","1.8","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH02025","Octobre","Boga Cidre","Grand Tunis","Ariana","25-34","F","urbain","cafe_restaurant","fete","2","1.8","3.6","5","pub_tv","Coca-Cola","Oui","Oui"
"ACH02026","Octobre","Boga Pomme","Grand Tunis","Manouba","18-24","F","rural","souk","quotidien","2","1.8","3.6","4","influenceur","Fanta","Oui","Oui"
"ACH02027","Octobre","Boga Cidre","Grand Tunis","Tunis","8-17","F","urbain","epicerie","travail","1","1.8","1.8","4","promotion_magasin","Pepsi","Oui","Oui"
"ACH02028","Octobre","Boga Pomme","Grand Tunis","Tunis","45-54","M","urbain","supermarche","travail","1","1.8","1.8","4","pub_tv","Fanta","Oui","Oui"
"ACH02029","Octobre","Boga Pomme","Centre-Est","Monastir","25-34","M","urbain","en_ligne","sport","2","1.8","3.6","3","influenceur","Coca-Cola","Oui","Non"
"ACH02030","Octobre","Boga Cidre","Grand Tunis","Ben Arous","18-24","F","urbain","en_ligne","travail","1","1.8","1.8","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH02031","Octobre","Boga Limoun","Sud","Gabès","35-44","F","urbain","supermarche","sortie_amis","1","1.8","1.8","4","affichage","Pepsi","Oui","Oui"
"ACH02032","Octobre","Boga Limoun","Centre-Ouest","Kairouan","18-24","M","urbain","epicerie","travail","2","1.8","3.6","4","affichage","Boga","Oui","Non"
"ACH02033","Octobre","Boga Limoun","Grand Tunis","Manouba","35-44","M","rural","supermarche","quotidien","1","1.8","1.8","5","affichage","Pepsi","Oui","Oui"
"ACH02034","Octobre","Boga Limoun","Nord-Ouest","Le Kef","8-17","M","rural","epicerie","quotidien","1","1.8","1.8","4","promotion_magasin","Pepsi","Oui","Oui"
"ACH02035","Octobre","Boga Cidre","Sud","Médenine","18-24","F","urbain","distributeur_auto","quotidien","2","1.8","3.6","5","promotion_magasin","Pepsi","Oui","Oui"
"ACH02036","Octobre","Boga Fraise","Nord Littoral","Bizerte","35-44","M","urbain","supermarche","sortie_amis","1","1.8","1.8","4","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH02037","Octobre","Boga Limoun","Sud","Tataouine","18-24","F","urbain","cafe_restaurant","quotidien","1","1.8","1.8","5","pub_tv","Coca-Cola","Oui","Oui"
"ACH02038","Octobre","Boga Cidre","Nord-Ouest","Le Kef","25-34","F","urbain","cafe_restaurant","quotidien","2","1.8","3.6","5","pub_tv","Aucun","Oui","Oui"
"ACH02039","Octobre","Boga Cidre","Grand Tunis","Ariana","45-54","F","rural","supermarche","fete","3","1.8","5.4","4","bouche_a_oreille","Fanta","Oui","Non"
"ACH02040","Octobre","Boga Pomme","Centre-Est","Monastir","8-17","M","urbain","epicerie","repas_famille","6","1.8","10.8","5","pub_tv","Safia","Oui","Oui"
"ACH02041","Octobre","Boga Cidre","Grand Tunis","Ben Arous","8-17","F","urbain","epicerie","repas_famille","4","1.8","7.2","5","promotion_magasin","Pepsi","Oui","Non"
"ACH02042","Octobre","Boga Cidre","Nord-Ouest","Béja","8-17","M","urbain","epicerie","repas_famille","3","1.8","5.4","3","reseaux_sociaux","Safia","Non","Non"
"ACH02043","Octobre","Boga Cidre","Centre-Est","Monastir","35-44","M","urbain","epicerie","sport","1","1.8","1.8","4","reseaux_sociaux","Safia","Oui","Non"
"ACH02044","Octobre","Boga Fraise","Sud","Gabès","25-34","M","urbain","supermarche","sport","1","1.8","1.8","5","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH02045","Octobre","Boga Fraise","Grand Tunis","Tunis","55+","M","urbain","supermarche","sport","3","1.8","5.4","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH02046","Octobre","Boga Fraise","Grand Tunis","Ariana","18-24","M","urbain","epicerie","travail","2","1.8","3.6","5","reseaux_sociaux","Pepsi","Oui","Non"
"ACH02047","Octobre","Boga Cidre","Centre-Est","Sousse","18-24","M","urbain","distributeur_auto","travail","3","1.8","5.4","5","affichage","Pepsi","Oui","Oui"
"ACH02048","Octobre","Boga Cidre","Grand Tunis","Ariana","25-34","F","urbain","epicerie","fete","6","1.8","10.8","4","promotion_magasin","Boga","Oui","Non"
"ACH02049","Octobre","Boga Fraise","Grand Tunis","Ben Arous","35-44","M","urbain","epicerie","quotidien","2","1.8","3.6","4","pub_tv","Coca-Cola","Oui","Non"
"ACH02050","Octobre","Boga Cidre","Centre-Est","Sousse","25-34","M","urbain","supermarche","plage_ete","1","1.8","1.8","4","pub_tv","Aucun","Oui","Non"
"ACH02051","Octobre","Boga Cidre","Centre-Est","Sousse","8-17","F","urbain","epicerie","sport","1","1.8","1.8","4","bouche_a_oreille","Boga","Oui","Non"
"ACH02052","Octobre","Boga Pomme","Centre-Ouest","Kasserine","18-24","F","urbain","epicerie","plage_ete","1","1.8","1.8","4","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH02053","Octobre","Boga Fraise","Grand Tunis","Manouba","8-17","F","urbain","epicerie","sortie_amis","1","1.8","1.8","3","influenceur","Fanta","Oui","Non"
"ACH02054","Octobre","Boga Pomme","Centre-Est","Sousse","18-24","M","urbain","epicerie","fete","3","1.8","5.4","5","pub_tv","Coca-Cola","Oui","Non"
"ACH02055","Octobre","Boga Cidre","Centre-Est","Monastir","25-34","M","rural","souk","sortie_amis","1","1.8","1.8","3","reseaux_sociaux","Boga","Non","Non"
"ACH02056","Octobre","Boga Cidre","Centre-Est","Sousse","25-34","F","urbain","supermarche","quotidien","2","1.8","3.6","4","affichage","Coca-Cola","Oui","Non"
"ACH02057","Octobre","Boga Limoun","Centre-Est","Sousse","35-44","M","rural","cafe_restaurant","repas_famille","4","1.8","7.2","3","bouche_a_oreille","Aucun","Non","Non"
"ACH02058","Octobre","Boga Cidre","Nord Littoral","Nabeul","18-24","M","rural","distributeur_auto","repas_famille","4","1.8","7.2","5","promotion_magasin","Fanta","Oui","Oui"
"ACH02059","Octobre","Boga Pomme","Centre-Est","Sousse","55+","F","urbain","distributeur_auto","quotidien","2","1.8","3.6","4","pub_tv","Coca-Cola","Oui","Oui"
