id,age,tranche_age,genre,education,region,gouvernorat,milieu,revenu_mensuel_tnd,tranche_revenu,taux_epargne_pct,lifestyle,canaux_utilises,nb_canaux,categories_achetees,nb_categories,canaux_decouverte,recherche_mobile_pct,recherche_duree_jours,sources_comparees,methode_paiement,panier_moyen_tnd,achat_en_ligne,achat_repete_3mois,nps,connait_programme_fidelite,points_friction,nb_friction,ramadan_actif,ramadan_panier_tnd,ete_actif,ete_panier_tnd,soldes_actif,soldes_panier_tnd,smartphone,connexion_4g_5g,utilise_apps_paiement,actif_reseaux_sociaux,satisfaction_globale,season
TN02195,30,25-34,M,Universitaire Licence,Sud,Médenine,rural,506,Faible,9.0,Familial traditionnel,boutique_physique|reseaux_sociaux|site_ecommerce|marche_souk|whatsapp_commerce,5,alimentation,1,influenceur_local,85,2,4,especes,35.75,True,False,88,False,mefiance_paiement_online|retours_difficiles|service_client_absent,3,True,60.81,False,53.4,False,81.39,True,False,False,False,47,ramadan
TN02196,37,35-44,M,Universitaire Licence,Nord Littoral,Béja,urbain,2967,Élevé,16.2,Familial traditionnel,boutique_physique|reseaux_sociaux|marche_souk,3,maison_deco|sante,2,google_search|tiktok,54,4,3,especes,424.67,True,False,24,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|rupture_de_stock,4,True,799.6,False,671.0,False,789.51,True,True,False,True,54,ramadan
TN02197,20,18-24,M,Doctorat,Centre-Est,Sousse,urbain,375,Faible,15.7,Familial traditionnel,boutique_physique|reseaux_sociaux|whatsapp_commerce,3,maison_deco|voyage_tourisme|sante,3,affichage_urbain,94,5,3,paiement_a_la_livraison,23.58,True,False,46,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,4,True,39.34,True,28.88,True,31.2,True,False,False,True,50,ramadan
TN02198,38,35-44,M,Secondaire / BAC,Grand Tunis,Ben Arous,urbain,1161,Moyen,8.2,Digitaliste connecté,boutique_physique|site_ecommerce,2,voyage_tourisme|sport|divertissement,3,affichage_urbain|bouche_a_oreille|instagram,52,4,1,paiement_a_la_livraison,143.69,True,False,15,False,retours_difficiles|prix_non_transparents|service_client_absent|interface_non_arabisee,4,True,255.93,True,191.62,True,258.92,False,True,False,True,60,soldes
TN02199,35,35-44,F,Secondaire / BAC,Centre-Est,Monastir,urbain,1008,Moyen,4.6,Familial traditionnel,boutique_physique|site_ecommerce,2,voyage_tourisme|divertissement|mode,3,influenceur_local|bouche_a_oreille|youtube,68,2,3,paiement_a_la_livraison,148.94,False,False,26,True,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|interface_non_arabisee|rupture_de_stock,5,True,232.41,False,196.56,False,203.06,True,True,False,True,74,ramadan
TN02200,40,35-44,F,Secondaire / BAC,Nord-Ouest,Jendouba,rural,960,Moyen,10.3,Digitaliste connecté,reseaux_sociaux|app_mobile|marche_souk,3,sport|tech_electronique,2,google_search|youtube,55,4,5,especes,187.37,True,False,12,True,livraison_lente_chere|retours_difficiles,2,True,312.81,True,226.52,False,368.82,True,False,True,True,70,ramadan
TN02201,23,18-24,F,Secondaire / BAC,Sud,Tataouine,urbain,344,Faible,1.1,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile,3,voyage_tourisme|mode,2,facebook|youtube,97,7,4,paiement_a_la_livraison,38.04,False,True,46,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles,3,False,33.67,True,36.07,True,46.54,True,True,False,True,71,soldes
TN02202,32,25-34,F,Universitaire Licence,Grand Tunis,Manouba,urbain,1204,Moyen,7.4,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,sante|sport|divertissement|tech_electronique,4,instagram,83,3,1,paiement_a_la_livraison,127.41,True,False,8,False,livraison_lente_chere|prix_non_transparents|service_client_absent,3,False,185.56,False,215.62,True,186.52,True,False,False,True,61,soldes
TN02203,30,25-34,M,Universitaire Licence,Grand Tunis,Ariana,urbain,1980,Élevé,6.6,Digitaliste connecté,boutique_physique|reseaux_sociaux,2,divertissement|tech_electronique,2,facebook|tv_radio,77,5,2,carte_bancaire,337.81,True,False,16,False,mefiance_paiement_online|retours_difficiles|service_client_absent|interface_non_arabisee,4,True,464.47,True,531.62,True,667.64,True,True,False,True,41,soldes
TN02204,34,25-34,M,Master / Ingénieur,Grand Tunis,Tunis,urbain,828,Moyen,11.2,Digitaliste connecté,reseaux_sociaux|app_mobile,2,maison_deco|alimentation|mode,3,bouche_a_oreille|google_search|tv_radio,88,5,2,paiement_mobile,216.99,True,True,35,False,mefiance_paiement_online|service_client_absent,2,True,227.72,True,192.59,False,196.32,True,True,False,True,31,ramadan
TN02205,45,45-54,F,Primaire / Collège,Nord-Ouest,Le Kef,urbain,547,Faible,6.0,Urbain moderne,boutique_physique|reseaux_sociaux|whatsapp_commerce,3,alimentation|mode|tech_electronique|sante|sport,5,bouche_a_oreille,54,6,3,paiement_a_la_livraison,59.84,False,True,44,False,livraison_lente_chere|retours_difficiles|service_client_absent|interface_non_arabisee,4,True,78.65,True,69.02,False,92.26,True,False,False,True,64,ramadan
TN02206,21,18-24,F,Secondaire / BAC,Grand Tunis,Manouba,urbain,1950,Élevé,3.3,Familial traditionnel,reseaux_sociaux|app_mobile|marche_souk,3,maison_deco|alimentation,2,google_search|tiktok|influenceur_local,85,5,5,paiement_a_la_livraison,205.42,False,False,21,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|rupture_de_stock,4,True,328.48,True,279.92,True,368.02,True,True,False,True,68,soldes
TN02207,18,18-24,F,Universitaire Licence,Nord-Ouest,Siliana,rural,421,Faible,9.4,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,maison_deco|voyage_tourisme|mode,3,youtube|tv_radio|influenceur_local,95,1,5,paiement_a_la_livraison,34.82,True,False,48,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents,4,False,45.09,True,30.56,True,51.68,True,True,False,True,83,soldes
TN02208,33,25-34,M,Primaire / Collège,Grand Tunis,Ben Arous,urbain,1335,Moyen,8.7,Urbain moderne,reseaux_sociaux|marche_souk,2,divertissement,1,tv_radio,87,3,3,especes,198.4,True,False,37,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents,4,True,186.15,True,207.75,False,193.36,True,False,True,True,50,ete
TN02209,23,18-24,M,Universitaire Licence,Grand Tunis,Tunis,urbain,417,Faible,14.5,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|whatsapp_commerce,4,voyage_tourisme|divertissement|sante|mode,4,influenceur_local,82,7,4,paiement_a_la_livraison,38.26,False,False,30,False,livraison_lente_chere|retours_difficiles|prix_non_transparents|service_client_absent|rupture_de_stock,5,True,32.29,False,37.82,True,41.49,True,False,False,True,49,soldes
TN02210,46,45-54,M,Secondaire / BAC,Centre-Est,Sousse,urbain,1760,Élevé,11.1,Familial traditionnel,boutique_physique|reseaux_sociaux,2,maison_deco|alimentation|mode,3,affichage_urbain|google_search|tiktok,42,1,4,paiement_a_la_livraison,436.07,True,True,42,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent|interface_non_arabisee,6,True,571.33,True,450.4,True,744.67,True,False,False,False,80,soldes
TN02211,52,45-54,F,Secondaire / BAC,Centre-Est,Mahdia,urbain,469,Faible,14.9,Familial traditionnel,boutique_physique|site_ecommerce|marche_souk|whatsapp_commerce,4,maison_deco|tech_electronique|beaute_hygiene,3,instagram,34,5,3,especes,40.7,False,False,30,False,livraison_lente_chere|mefiance_paiement_online|interface_non_arabisee,3,True,66.84,True,67.98,True,60.68,True,True,False,True,42,ete
TN02212,19,18-24,F,Secondaire / BAC,Centre-Est,Monastir,rural,326,Faible,17.8,Digitaliste connecté,boutique_physique|app_mobile|whatsapp_commerce,3,maison_deco|sport|divertissement,3,tiktok|youtube,93,8,2,virement,34.51,False,False,22,False,livraison_lente_chere|retours_difficiles|prix_non_transparents|service_client_absent,4,True,34.16,True,28.26,True,43.11,True,False,False,True,71,soldes
TN02213,19,18-24,M,Sans diplôme,Sud,Médenine,urbain,4101,Très élevé,3.0,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,divertissement|tech_electronique|maison_deco|voyage_tourisme|sport,5,tv_radio|youtube,96,5,4,carte_bancaire,640.17,False,True,-10,False,livraison_lente_chere|retours_difficiles|prix_non_transparents,3,True,666.05,True,598.29,False,930.22,True,True,False,True,63,ramadan
TN02214,26,25-34,F,Secondaire / BAC,Grand Tunis,Tunis,urbain,3517,Très élevé,4.0,Digitaliste connecté,reseaux_sociaux|marche_souk|whatsapp_commerce,3,sante|alimentation|mode,3,google_search|bouche_a_oreille|tv_radio,79,5,5,paiement_a_la_livraison,827.44,False,False,14,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents,3,True,984.51,True,1087.18,False,913.16,True,False,False,False,70,ete
TN02215,42,35-44,F,Secondaire / BAC,Nord Littoral,Béja,urbain,627,Moyen,14.0,Urbain moderne,boutique_physique|app_mobile,2,alimentation|tech_electronique,2,facebook,52,5,4,paiement_a_la_livraison,203.6,False,False,33,False,livraison_lente_chere|retours_difficiles,2,True,241.8,True,261.27,True,313.43,False,False,True,False,50,soldes
TN02216,33,25-34,M,Primaire / Collège,Nord Littoral,Bizerte,rural,418,Faible,14.6,Urbain moderne,reseaux_sociaux|marche_souk,2,divertissement|mode|maison_deco|beaute_hygiene|voyage_tourisme,5,google_search,73,6,4,especes,42.44,False,True,26,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent|rupture_de_stock,4,True,72.17,True,63.86,True,49.09,True,True,False,True,52,ramadan
TN02217,22,18-24,M,Universitaire Licence,Grand Tunis,Ariana,urbain,996,Moyen,8.0,Familial traditionnel,boutique_physique|app_mobile|marche_souk,3,alimentation|sante|mode,3,tv_radio,93,2,3,paiement_a_la_livraison,124.33,False,False,39,True,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent|interface_non_arabisee,6,True,115.84,True,119.03,True,107.39,True,True,False,True,62,ete
TN02218,25,25-34,M,Primaire / Collège,Grand Tunis,Ben Arous,urbain,427,Faible,0.5,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|marche_souk|television_catalogue,6,alimentation,1,tiktok|affichage_urbain|tv_radio,89,4,3,especes,41.06,False,False,17,False,mefiance_paiement_online|retours_difficiles|service_client_absent|rupture_de_stock,4,True,57.48,True,64.59,False,58.83,True,False,False,True,43,ete
TN02219,24,18-24,F,Secondaire / BAC,Centre-Ouest,Sidi Bouzid,urbain,309,Faible,7.5,Digitaliste connecté,reseaux_sociaux|marche_souk|whatsapp_commerce,3,divertissement|alimentation,2,youtube|tiktok|tv_radio,87,4,6,carte_bancaire,28.43,False,False,36,True,prix_non_transparents,1,True,33.69,True,30.98,True,41.51,True,True,True,False,63,soldes
TN02220,32,25-34,M,Secondaire / BAC,Nord-Ouest,Siliana,rural,1227,Moyen,8.8,Urbain moderne,boutique_physique|reseaux_sociaux|marche_souk,3,maison_deco|mode,2,instagram,87,7,2,carte_bancaire,198.73,False,False,60,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent|interface_non_arabisee,5,True,231.95,False,210.54,False,225.79,True,False,False,False,51,ramadan
TN02221,32,25-34,M,Primaire / Collège,Grand Tunis,Ben Arous,urbain,1307,Moyen,12.9,Digitaliste connecté,boutique_physique|app_mobile|marche_souk,3,voyage_tourisme|mode,2,influenceur_local|bouche_a_oreille|google_search,90,2,3,especes,172.71,True,True,16,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents,3,True,215.0,True,203.5,True,223.96,True,True,True,True,54,soldes
TN02222,51,45-54,F,Master / Ingénieur,Centre-Est,Sfax Nord,urbain,1328,Moyen,7.5,Urbain moderne,boutique_physique|reseaux_sociaux|site_ecommerce|marche_souk,4,alimentation|beaute_hygiene,2,tiktok,48,3,3,carte_bancaire,216.84,True,False,49,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents,3,True,238.86,True,189.67,False,233.86,True,True,True,True,42,ramadan
TN02223,31,25-34,F,Sans diplôme,Sud,Tataouine,urbain,966,Moyen,0.1,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,sport|tech_electronique|beaute_hygiene,3,tv_radio|youtube|bouche_a_oreille,91,3,3,paiement_a_la_livraison,121.1,True,True,5,False,livraison_lente_chere|retours_difficiles|interface_non_arabisee|rupture_de_stock,4,False,204.78,False,159.29,True,219.6,True,True,True,True,53,soldes
TN02224,47,45-54,F,Primaire / Collège,Grand Tunis,Ben Arous,urbain,860,Moyen,13.5,Urbain moderne,boutique_physique|app_mobile|marche_souk|whatsapp_commerce,4,tech_electronique|mode,2,influenceur_local|tv_radio,46,7,2,carte_bancaire,230.08,True,False,45,False,livraison_lente_chere|retours_difficiles,2,True,259.81,True,205.32,False,291.71,True,True,True,False,59,ramadan
TN02225,21,18-24,M,Primaire / Collège,Centre-Est,Sfax Nord,urbain,2291,Élevé,3.6,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|marche_souk,5,divertissement|sante|mode,3,bouche_a_oreille|google_search,85,3,2,especes,195.42,True,False,46,False,livraison_lente_chere|mefiance_paiement_online,2,True,356.0,True,245.66,True,391.43,True,True,False,True,70,soldes
TN02226,32,25-34,F,Universitaire Licence,Centre-Est,Sfax Nord,rural,1109,Moyen,12.3,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|whatsapp_commerce,4,voyage_tourisme|sport|mode,3,influenceur_local|affichage_urbain,72,4,1,especes,187.98,True,False,45,False,mefiance_paiement_online|retours_difficiles|service_client_absent|interface_non_arabisee,4,True,168.68,True,159.32,False,224.71,True,True,False,True,62,ramadan
TN02227,39,35-44,M,Secondaire / BAC,Sud,Médenine,rural,446,Faible,3.9,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile,3,voyage_tourisme|tech_electronique,2,influenceur_local|instagram|youtube,54,5,4,especes,63.76,True,True,50,False,livraison_lente_chere|prix_non_transparents|service_client_absent|rupture_de_stock,4,True,67.97,False,73.69,True,74.14,True,True,True,True,67,soldes
TN02228,33,25-34,M,Universitaire Licence,Nord Littoral,Nabeul,urbain,1079,Moyen,16.3,Digitaliste connecté,reseaux_sociaux|marche_souk,2,divertissement|alimentation|mode,3,google_search|tiktok,77,1,3,paiement_a_la_livraison,158.11,False,True,19,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|interface_non_arabisee,5,True,193.31,True,191.57,True,257.19,False,True,True,True,49,soldes
TN02229,41,35-44,M,Universitaire Licence,Grand Tunis,Tunis,urbain,1035,Moyen,7.3,Urbain moderne,marche_souk|whatsapp_commerce,2,sante|sport|divertissement,3,youtube|affichage_urbain|tiktok,67,3,4,carte_bancaire,180.9,True,True,35,True,retours_difficiles|service_client_absent,2,True,218.72,True,248.01,True,275.98,True,False,False,True,36,soldes
TN02230,25,25-34,M,Primaire / Collège,Nord Littoral,Bizerte,rural,892,Moyen,9.8,Digitaliste connecté,app_mobile|marche_souk|television_catalogue,3,divertissement|alimentation,2,instagram,72,6,2,paiement_a_la_livraison,132.12,True,False,53,False,service_client_absent,1,False,214.66,False,158.56,True,231.93,True,False,True,True,72,soldes
TN02231,36,35-44,M,Universitaire Licence,Sud,Sfax,urbain,1452,Moyen,14.8,Familial traditionnel,boutique_physique|reseaux_sociaux,2,sport|tech_electronique|beaute_hygiene,3,google_search|affichage_urbain|facebook,54,2,1,especes,207.8,True,False,58,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents,4,True,249.63,True,235.21,False,259.03,True,True,False,False,41,ramadan
TN02232,72,55+,M,Secondaire / BAC,Sud,Gabès,urbain,463,Faible,7.9,Familial traditionnel,boutique_physique|reseaux_sociaux|marche_souk|whatsapp_commerce,4,sport|alimentation,2,facebook|affichage_urbain,26,3,4,especes,36.05,False,False,31,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|interface_non_arabisee,4,True,63.0,False,44.75,True,62.66,True,False,True,False,48,ramadan
TN02233,18,18-24,M,Universitaire Licence,Sud,Sfax,urbain,1493,Moyen,4.3,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,maison_deco|alimentation|sante|beaute_hygiene,4,tv_radio|facebook|bouche_a_oreille,90,3,4,especes,70.57,False,False,28,False,mefiance_paiement_online|retours_difficiles|service_client_absent,3,False,127.32,False,122.64,True,116.7,True,True,False,True,47,soldes
TN02234,50,45-54,F,Primaire / Collège,Grand Tunis,Tunis,urbain,675,Moyen,7.9,Familial traditionnel,boutique_physique|reseaux_sociaux|whatsapp_commerce,3,maison_deco|divertissement|alimentation|tech_electronique,4,tv_radio,37,4,2,paiement_a_la_livraison,188.99,True,True,-31,False,mefiance_paiement_online|prix_non_transparents|service_client_absent|interface_non_arabisee|rupture_de_stock,5,True,221.04,True,166.8,False,254.53,True,True,False,False,55,ramadan
TN02235,42,35-44,F,Universitaire Licence,Grand Tunis,Manouba,urbain,1058,Moyen,14.8,Urbain moderne,reseaux_sociaux|site_ecommerce|marche_souk,3,sport|tech_electronique|mode|beaute_hygiene,4,tiktok|facebook|youtube,65,7,2,carte_bancaire,177.16,True,True,18,False,livraison_lente_chere|retours_difficiles|prix_non_transparents|interface_non_arabisee|rupture_de_stock,5,True,223.01,True,220.94,False,211.31,True,False,True,True,67,ramadan
TN02236,32,25-34,F,Secondaire / BAC,Grand Tunis,Ben Arous,urbain,491,Faible,10.0,Digitaliste connecté,reseaux_sociaux|app_mobile|site_ecommerce|marche_souk,4,maison_deco|divertissement|beaute_hygiene,3,google_search,73,5,3,especes,43.59,True,True,28,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,5,True,61.75,True,48.98,False,48.94,True,False,False,False,54,ramadan
TN02237,28,25-34,M,Primaire / Collège,Centre-Est,Sousse,urbain,523,Faible,5.8,Familial traditionnel,boutique_physique|marche_souk|whatsapp_commerce,3,divertissement|tech_electronique|mode,3,facebook,79,6,3,paiement_a_la_livraison,40.62,False,False,47,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent|rupture_de_stock,4,True,61.9,True,67.45,True,50.95,True,True,False,False,53,ete
TN02238,27,25-34,M,Universitaire Licence,Nord Littoral,Béja,urbain,434,Faible,3.7,Familial traditionnel,boutique_physique|app_mobile|marche_souk|television_catalogue,4,sport|alimentation|tech_electronique,3,tv_radio,87,6,1,especes,65.52,False,False,53,False,mefiance_paiement_online|service_client_absent|interface_non_arabisee,3,False,70.17,True,54.99,False,63.45,True,True,False,True,56,ete
TN02239,31,25-34,F,Universitaire Licence,Grand Tunis,Ben Arous,urbain,1242,Moyen,14.9,Rural émergent,boutique_physique|marche_souk|whatsapp_commerce,3,sante|alimentation|mode,3,tiktok|google_search|affichage_urbain,74,5,3,paiement_a_la_livraison,132.66,True,False,53,False,mefiance_paiement_online|retours_difficiles|service_client_absent|interface_non_arabisee,4,True,210.85,True,149.77,True,210.96,True,True,False,True,44,soldes
TN02240,36,35-44,M,Universitaire Licence,Sud,Gabès,rural,549,Faible,5.4,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,maison_deco|sport|mode,3,affichage_urbain|tiktok|bouche_a_oreille,54,4,4,especes,62.46,False,False,21,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent,3,True,71.42,True,76.43,False,100.64,True,True,False,True,55,ete
TN02241,23,18-24,M,Secondaire / BAC,Nord Littoral,Bizerte,urbain,454,Faible,8.8,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,mode|beaute_hygiene,2,google_search|instagram|bouche_a_oreille,92,1,4,carte_bancaire,33.8,True,False,53,False,mefiance_paiement_online|retours_difficiles|interface_non_arabisee,3,True,34.89,False,29.97,True,29.19,True,True,False,True,45,ramadan
TN02242,44,35-44,F,Secondaire / BAC,Grand Tunis,Ariana,urbain,1913,Élevé,3.5,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile,3,voyage_tourisme|sport|alimentation,3,facebook|tv_radio,57,3,3,especes,384.43,False,True,39,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|interface_non_arabisee,4,True,632.66,False,652.24,True,762.31,True,True,False,True,47,soldes
TN02243,36,35-44,M,Secondaire / BAC,Grand Tunis,Ariana,urbain,2921,Élevé,10.2,Rural émergent,boutique_physique|reseaux_sociaux|marche_souk|whatsapp_commerce,4,maison_deco|sante|tech_electronique,3,youtube,62,2,2,especes,619.73,False,True,38,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent,4,True,787.32,True,633.37,True,617.93,False,True,True,True,65,ramadan
TN02244,19,18-24,F,Master / Ingénieur,Centre-Est,Sfax Nord,urbain,974,Moyen,2.2,Digitaliste connecté,reseaux_sociaux|whatsapp_commerce,2,alimentation|sante|mode|tech_electronique,4,bouche_a_oreille|instagram|tv_radio,87,10,3,especes,98.51,False,False,17,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent|rupture_de_stock,5,False,111.4,False,131.84,True,155.32,True,False,True,True,31,soldes
TN02245,66,55+,M,Secondaire / BAC,Grand Tunis,Tunis,urbain,1892,Élevé,2.5,Familial traditionnel,boutique_physique|marche_souk|whatsapp_commerce,3,maison_deco|voyage_tourisme|sport|tech_electronique,4,instagram|influenceur_local,31,7,3,paiement_a_la_livraison,420.3,False,False,17,True,mefiance_paiement_online|retours_difficiles|prix_non_transparents,3,True,503.52,True,432.4,False,359.24,True,True,True,True,64,ramadan
TN02246,20,18-24,F,Universitaire Licence,Grand Tunis,Manouba,urbain,1304,Moyen,8.6,Urbain moderne,app_mobile|whatsapp_commerce,2,maison_deco|sante|divertissement|alimentation,4,influenceur_local,98,1,2,especes,101.43,False,False,17,False,livraison_lente_chere|service_client_absent,2,True,133.42,True,112.85,False,98.81,True,False,False,True,56,ramadan
TN02247,35,35-44,F,Sans diplôme,Centre-Est,Sfax Nord,urbain,1171,Moyen,15.1,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile,3,maison_deco|divertissement|sante|tech_electronique,4,youtube|google_search|tiktok,68,7,2,carte_bancaire,182.32,True,False,41,False,livraison_lente_chere|rupture_de_stock,2,False,289.82,False,241.21,True,206.33,True,True,True,True,74,soldes
TN02248,20,18-24,M,Universitaire Licence,Sud,Gabès,urbain,1349,Moyen,9.2,Urbain moderne,reseaux_sociaux|site_ecommerce|marche_souk,3,sport|sante|mode|beaute_hygiene,4,tiktok,90,8,3,virement,100.24,True,False,49,False,livraison_lente_chere|interface_non_arabisee,2,True,120.3,True,130.71,False,146.29,True,True,True,True,77,ete
TN02249,31,25-34,M,Master / Ingénieur,Sud,Tataouine,urbain,520,Faible,3.5,Urbain moderne,boutique_physique|site_ecommerce|marche_souk|television_catalogue,4,voyage_tourisme|divertissement|sante|mode,4,tv_radio|tiktok,81,5,3,especes,64.56,True,True,34,False,service_client_absent|rupture_de_stock,2,True,73.34,True,65.21,True,75.27,True,True,True,False,59,soldes
TN02250,24,18-24,F,Secondaire / BAC,Nord Littoral,Béja,urbain,1395,Moyen,2.3,Urbain moderne,reseaux_sociaux|app_mobile|marche_souk,3,alimentation|mode,2,tiktok|affichage_urbain|instagram,82,2,4,carte_bancaire,108.57,False,True,42,False,livraison_lente_chere|retours_difficiles|prix_non_transparents,3,True,119.66,True,104.98,False,151.43,True,False,True,True,46,ramadan
TN02251,25,25-34,F,Universitaire Licence,Grand Tunis,Tunis,urbain,1762,Élevé,16.4,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile,3,voyage_tourisme|sport,2,tv_radio|facebook,91,1,4,especes,516.0,True,True,42,True,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|interface_non_arabisee,4,True,607.05,True,535.73,True,481.05,True,True,False,False,52,ramadan
TN02252,23,18-24,M,Universitaire Licence,Grand Tunis,Tunis,urbain,961,Moyen,12.8,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile,3,voyage_tourisme|divertissement|alimentation|mode,4,facebook|youtube|influenceur_local,87,6,2,paiement_a_la_livraison,96.37,True,True,42,False,livraison_lente_chere|prix_non_transparents,2,True,124.68,True,101.4,False,145.28,False,True,True,True,64,ramadan
TN02253,34,25-34,F,Universitaire Licence,Sud,Gabès,urbain,502,Faible,10.1,Digitaliste connecté,boutique_physique|app_mobile|site_ecommerce|marche_souk|television_catalogue,5,tech_electronique|mode,2,tiktok,87,2,4,paiement_a_la_livraison,58.4,False,False,16,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent,4,True,69.37,False,60.24,False,58.22,True,True,False,True,64,ramadan
TN02254,27,25-34,F,Universitaire Licence,Centre-Est,Sfax Nord,urbain,3076,Très élevé,17.2,Digitaliste connecté,boutique_physique|reseaux_sociaux,2,sante|mode|beaute_hygiene,3,tiktok,80,2,3,especes,1022.31,True,False,16,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent|interface_non_arabisee,4,True,1396.03,True,1082.81,True,1242.36,True,True,False,True,48,ramadan
TN02255,26,25-34,F,Universitaire Licence,Grand Tunis,Tunis,urbain,365,Faible,0.2,Urbain moderne,boutique_physique|reseaux_sociaux|marche_souk,3,maison_deco|tech_electronique|beaute_hygiene,3,bouche_a_oreille|google_search,88,5,3,paiement_a_la_livraison,47.94,False,True,15,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,4,False,56.2,True,54.42,False,85.25,True,False,False,True,46,ete
TN02256,24,18-24,F,Universitaire Licence,Centre-Est,Sousse,urbain,885,Moyen,8.2,Digitaliste connecté,boutique_physique|reseaux_sociaux|marche_souk,3,sante|mode,2,youtube|influenceur_local,92,6,3,paiement_mobile,81.22,True,False,9,False,livraison_lente_chere|mefiance_paiement_online|rupture_de_stock,3,True,126.29,True,109.9,True,151.79,True,True,False,True,61,soldes
TN02257,52,45-54,F,Master / Ingénieur,Grand Tunis,Tunis,urbain,1111,Moyen,14.9,Urbain moderne,boutique_physique|reseaux_sociaux|marche_souk,3,divertissement|beaute_hygiene,2,tiktok,38,5,3,especes,207.6,False,False,47,False,livraison_lente_chere|service_client_absent|rupture_de_stock,3,True,221.13,True,201.73,True,209.5,True,True,False,False,57,ramadan
TN02258,43,35-44,F,Master / Ingénieur,Grand Tunis,Tunis,urbain,678,Moyen,7.6,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile,3,sport|divertissement|tech_electronique|mode,4,tv_radio|google_search|bouche_a_oreille,65,3,4,virement,210.25,False,True,21,False,livraison_lente_chere|retours_difficiles|interface_non_arabisee,3,True,302.72,True,279.46,False,315.4,True,False,True,False,67,ramadan
TN02259,40,35-44,M,Primaire / Collège,Grand Tunis,Tunis,urbain,358,Faible,17.9,Urbain moderne,boutique_physique|app_mobile,2,alimentation|tech_electronique,2,youtube,63,3,4,paiement_mobile,77.86,True,False,71,False,livraison_lente_chere|service_client_absent|interface_non_arabisee,3,True,82.26,False,65.62,False,83.92,True,True,False,True,43,ramadan
TN02260,74,55+,M,Primaire / Collège,Centre-Ouest,Sidi Bouzid,rural,2914,Élevé,3.9,Familial traditionnel,boutique_physique|reseaux_sociaux|marche_souk|whatsapp_commerce,4,mode|beaute_hygiene,2,tv_radio|affichage_urbain|influenceur_local,29,6,4,especes,352.01,True,True,57,False,mefiance_paiement_online|retours_difficiles|rupture_de_stock,3,True,499.98,True,482.6,True,508.86,True,False,True,True,53,soldes
